Meal Names,Calories,Total Fat,Saturated Fat,Cholesterol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, McDonald’s - Premium Caesar Salad (without chicken), McDonald’s - Side Salad, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1500.0,60.5,11.5,185.0,62.0,181.0,2240.0,24.0,11.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, KFC - Sweet Kernel Corn (Family), Wendy’s - Apple Pecan Chicken Salad, Full Size",1600.0,68.0,24.0,210.0,82.0,181.0,1990.0,18.0,57.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, McDonald’s - Medium French Fries, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1665.0,80.5,19.0,230.0,60.0,177.0,2130.0,25.0,12.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, KFC - Sweet Kernel Corn (Family)",1690.0,77.0,26.0,285.0,80.0,173.0,1820.0,15.0,21.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Sonic - Jr. Deluxe Burger, Wendy’s - Sour Cream and Chive Baked Potato",1610.0,70.5,22.0,190.0,68.0,177.0,1745.0,20.0,19.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, KFC - Corn on the Cob, McDonald’s - Fruit & Maple Oatmeal",1865.0,72.5,13.0,130.0,60.0,250.0,2130.0,30.0,47.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, McDonald’s - Sausage McMuffin®, Subway - Kids Mini Sub Turkey Breast, Wendy’s - Natural-Cut Fries, Junior",1690.0,74.0,14.0,135.0,59.0,197.0,2115.0,20.0,10.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, KFC - Thigh, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - Snack Size Fruit & Walnut Salad",1750.0,74.0,16.5,210.0,66.0,205.0,2120.0,17.0,60.0
"Burger King - Chicken Nuggets- 4pc, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, KFC - Mashed Potatoes, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1650.0,82.0,17.0,300.0,65.0,168.0,2100.0,14.0,6.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Side Salad",1505.0,57.0,22.5,175.0,80.0,161.0,2220.0,26.0,19.0
"Burger King - Whopper JR.® Sandwich, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, McDonald’s - Side Salad, Taco Bell - Hash Brown Toasted Breakfast Burrito – Sausage",1520.0,78.5,24.0,335.0,77.0,132.0,2080.0,17.0,14.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Snack Size Fruit & Walnut Salad, Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Small, Wendy’s - Seasoned Home-Style Potatoes, Medium",1585.0,63.0,11.0,145.0,60.0,200.0,2240.0,17.0,28.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top, McDonald’s - English Muffin, Wendy’s - Natural-Cut Fries, Small",1500.0,65.0,22.0,330.0,85.0,147.0,1990.0,11.0,10.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Black Beans & Rice (V)",1595.0,69.0,27.5,220.0,70.0,163.0,1995.0,16.0,22.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top, Dairy Queen - Deluxe Double Hamburger, KFC - Potato Salad, McDonald’s - Fruit & Maple Oatmeal",1615.0,80.0,28.0,200.0,62.0,144.0,2150.0,13.0,44.0
"Burger King - Breakfast Burrito Jr., Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, KFC - KENTUCKY GRILLED CHICKEN Drumstick, Taco Bell - Black Beans & Rice",1515.0,71.0,12.5,285.0,61.0,162.0,2190.0,19.0,3.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Small French Fries",1675.0,70.5,27.5,225.0,77.0,178.0,2285.0,22.0,24.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal",1840.0,68.5,25.0,195.0,80.0,237.0,2250.0,31.0,46.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Black Beans & Rice (V)",1845.0,71.0,9.5,230.0,85.0,221.0,2045.0,23.0,19.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, KFC - Sweet Kernel Corn (Family)",1505.0,49.0,9.5,190.0,87.0,202.0,2060.0,27.0,25.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, McDonald’s - Small French Fries, Pizza Hut - Hand Tossed Slices Pepperoni Medium",1580.0,72.5,19.5,145.0,63.0,173.0,2250.0,21.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, McDonald’s - Fruit & Maple Oatmeal, Taco Bell - Nacho Fries",1625.0,77.0,19.0,265.0,82.0,164.0,1930.0,23.0,37.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, McDonald’s - English Muffin, McDonald’s - Medium French Fries",1555.0,74.0,18.5,205.0,74.0,154.0,2040.0,20.0,3.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top, Pizza Hut - Pan Pizza Slices Veggie Lover’s® Large, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage, Wendy’s - Sour Cream and Chive Baked Potato",1625.0,78.0,28.0,210.0,61.0,175.0,2205.0,22.0,11.0
"Burger King - CROISSAN’WICH® Bacon, Egg & Cheese, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, KFC - Coleslaw",1570.0,82.0,27.5,430.0,85.0,118.0,2270.0,11.0,16.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top, Wendy’s - Sour Cream and Chive Baked Potato",1610.0,70.0,18.0,260.0,75.0,165.0,1895.0,17.0,16.0
"KFC - Potato Salad, McDonald’s - Hotcakes, McDonald’s - Premium Crispy Chicken Classic Sandwich, Taco Bell - Black Bean Chalupa – Specialties",1530.0,74.0,14.0,100.0,44.0,174.0,2300.0,13.0,30.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal, Pizza Hut - Hand Tossed Slices Backyard BBQ Chicken Large, Wendy’s - Natural-Cut Fries, Small",1600.0,75.0,20.5,150.0,56.0,179.0,1900.0,21.0,40.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, KFC - Sweet Kernel Corn (Family), Taco Bell - Soft Taco – Specialties",1690.0,52.5,9.5,155.0,74.0,251.0,2030.0,28.0,24.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1715.0,52.0,20.0,170.0,90.0,234.0,2125.0,33.0,30.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top, Wendy’s - Natural-Cut Fries, Junior",1580.0,69.0,16.5,275.0,80.0,160.0,1985.0,16.0,18.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top, McDonald’s - Fruit & Maple Oatmeal, Wendy’s - Plain Baked Potato",1560.0,42.5,9.0,185.0,78.0,213.0,2185.0,29.0,37.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Wendy’s - Plain Baked Potato",1545.0,48.5,13.5,205.0,82.0,192.0,2125.0,24.0,19.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Black Beans (V)",1600.0,59.0,9.5,215.0,74.0,197.0,1470.0,23.0,19.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, KFC - Sweet Kernel Corn",1680.0,75.0,24.5,245.0,84.0,163.0,2170.0,24.0,17.0
"Arbys - Pecan Chicken Salad Flatbread, KFC - KENTUCKY FRIED WINGS Buffalo, KFC - Sweet Kernel Corn (Family), Wendy’s - Fresh-Baked Biscuit with Applewood Smoked Bacon",1500.0,80.0,22.0,320.0,52.0,157.0,2270.0,12.0,22.0
"Burger King - Bacon Double Cheeseburger, Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Wendy’s - Plain Baked Potato",1555.0,62.5,15.5,90.0,56.0,198.0,1965.0,24.0,30.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, KFC - Macaroni Salad (Family), McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - Tuna Salad",1540.0,78.0,18.5,225.0,51.0,152.0,2175.0,13.0,56.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Large French Fries, Wendy’s - Seasoned Home-Style Potatoes, Small",1690.0,79.5,22.5,185.0,64.0,177.0,2170.0,22.0,6.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Wendy’s - Natural-Cut Fries, Junior",1565.0,76.0,17.0,220.0,77.0,137.0,2205.0,12.0,10.0
"Burger King - CROISSAN’WICH® Bacon, Egg & Cheese, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Pizza Hut - Pan Pizza Slices Hawaiian Chicken Medium, Wendy’s - Plain Baked Potato",1930.0,72.5,17.0,315.0,83.0,243.0,2175.0,28.0,11.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, KFC - Biscuit, Taco Bell - Soft Taco Supreme – Specialties",1620.0,76.0,25.0,135.0,53.0,178.0,2170.0,17.0,18.0
"Burger King - Double Cheeseburger, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Large French Fries",1625.0,69.0,18.0,205.0,65.0,181.0,1925.0,15.0,25.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, KFC - Sweet Kernel Corn",1540.0,64.0,8.0,70.0,53.0,200.0,2040.0,24.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, KFC - Potato Salad, McDonald’s - Hotcakes, Pizza Hut - Hand Tossed Slices Supreme Large",1555.0,73.5,21.0,145.0,58.0,166.0,2170.0,19.0,21.0
"Burger King - French Fries – medium, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Pizza Hut - Hand Tossed Slices Pepperoni Lover’s® Small",1750.0,64.0,10.5,155.0,60.0,241.0,1985.0,21.0,23.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Sausage McMuffin® with Egg, Subway - Kids Mini Sub Veggie Delite, Wendy’s - Sour Cream and Chive Baked Potato",1505.0,65.0,22.5,435.0,69.0,160.0,1965.0,17.0,12.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, KFC - Corn on the Cob (Family), Taco Bell - Chalupa Supreme® – Beef, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1990.0,78.5,13.5,215.0,72.0,260.0,2235.0,33.0,19.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top, McDonald’s - English Muffin, Wendy’s - Natural-Cut Fries, Junior",1520.0,74.5,15.0,170.0,62.0,149.0,2195.0,18.0,13.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, KFC - Caesar Side Salad, McDonald’s - Fruit & Maple Oatmeal",1870.0,73.5,17.5,250.0,88.0,221.0,1890.0,29.0,38.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, KFC - Sweet Kernel Corn, McDonald’s - Sausage McMuffin® with Egg",1595.0,74.5,29.0,515.0,87.0,142.0,2260.0,19.0,9.0
"Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, KFC - Chicken Thigh, KFC - Corn on the Cob (Family), McDonald’s - Fruit & Maple Oatmeal",1545.0,62.0,12.0,190.0,65.0,187.0,2075.0,19.0,44.0
"Chick Fil-A - Chargrilled Chicken Cool Wrap, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - Snack Size Fruit & Walnut Salad",1580.0,71.0,25.0,240.0,86.0,163.0,2080.0,30.0,63.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, KFC - Sweet Kernel Corn, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1660.0,70.0,21.5,255.0,85.0,182.0,2175.0,29.0,29.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Small French Fries, Sonic - Sonic Cheeseburger W/ Ketchup",1595.0,71.0,24.5,210.0,69.0,167.0,2135.0,15.0,30.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, McDonald’s - Fruit & Maple Oatmeal, Wendy’s - Natural-Cut Fries, Junior",1515.0,51.5,10.0,165.0,70.0,195.0,1985.0,23.0,38.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Sonic - Sonic Cheeseburger W/ Ketchup, Taco Bell - Hash Brown (V)",1615.0,81.0,28.5,250.0,68.0,148.0,2125.0,13.0,30.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - B.L.T. Salad, Taco Bell - Chips and Nacho Cheese Sauce",1650.0,76.0,17.5,65.0,41.0,204.0,2175.0,23.0,32.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal",1525.0,46.5,8.5,165.0,72.0,226.0,2200.0,22.0,51.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, KFC - Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick, McDonald’s - Hotcakes and Sausage, Wendy’s - Sour Cream and Chive Baked Potato",1560.0,57.5,20.5,235.0,70.0,189.0,2155.0,21.0,22.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, Wendy’s - Natural-Cut Fries, Junior",1855.0,72.0,12.0,260.0,85.0,223.0,1685.0,23.0,33.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, KFC - Corn on the Cob (Family), McDonald’s - English Muffin",1505.0,52.5,15.0,220.0,80.0,187.0,2205.0,21.0,18.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top, KFC - Coleslaw",1585.0,77.0,23.0,330.0,81.0,140.0,2240.0,12.0,29.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal",1540.0,44.5,16.0,200.0,76.0,224.0,2080.0,23.0,45.0
"Burger King - Garden Side Salad – w/o dressing, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Hotcakes, Taco Bell - Nachos BellGrande® – Chicken",1505.0,63.0,14.5,145.0,57.0,180.0,2215.0,24.0,23.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top, McDonald’s - Chicken McNuggets® (6 piece), McDonald’s - English Muffin, Wendy’s - Plain Baked Potato",1550.0,77.0,11.0,120.0,55.0,164.0,2255.0,26.0,9.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips large - Side, McDonald’s - English Muffin, Taco Bell - Black Beans (V), Taco Bell - Soft Taco – Specialties",1605.0,64.0,12.5,150.0,63.0,202.0,2265.0,21.0,7.0
